Anchorage AK,Sml,1994,215,94,91,1255,1960,11.06,62.23,1.25,1.22,,,,1815,85,9,49,3478,87,25,62,1.12,51,1.15,51,,,136,85,688,51
Anchorage AK,Sml,1995,220,94,94,1295,1975,11.37,64.27,1.29,1.26,,,,1950,85,10,44,3736,86,26,62,1.12,59,1.15,55,,,142,84,719,53
Anchorage AK,Sml,1996,225,94,98,1300,1985,11.71,66.20,1.32,1.29,,,,2056,85,10,50,3939,87,27,63,1.13,50,1.16,53,,,146,84,736,55
Anchorage AK,Sml,1997,225,94,100,1315,2000,11.98,66.83,1.33,1.38,,,,2125,87,11,49,4072,89,27,66,1.13,62,1.16,55,,,147,87,744,61
Anchorage AK,Sml,1998,225,94,101,1370,2050,12.17,65.76,1.22,1.37,,,,2239,87,11,56,4290,89,28,66,1.14,56,1.17,53,,,153,87,772,62
Anchorage AK,Sml,1999,230,94,105,1400,2090,12.43,66.76,1.22,1.18,,,,2513,87,13,44,4815,87,31,64,1.16,42,1.19,48,,,168,86,847,58
Anchorage AK,Sml,2000,235,94,109,1430,2125,12.85,70.47,1.65,1.58,,,,2695,88,14,43,5163,88,32,62,1.16,46,1.19,51,,,174,86,879,56
Anchorage AK,Sml,2001,235,95,111,1455,2190,13.22,71.38,1.73,1.71,,,,2847,89,14,52,5456,89,33,59,1.17,39,1.20,46,,,179,87,903,54
Anchorage AK,Sml,2002,240,95,115,1495,2220,13.43,70.86,1.56,1.58,,,,2938,89,15,49,5630,91,33,61,1.17,43,1.20,47,,,181,89,917,56
Anchorage AK,Sml,2003,240,95,116,1520,2240,13.73,72.23,1.75,1.68,,,,2998,89,15,52,5745,90,34,62,1.18,39,1.21,45,,,181,90,915,65
Anchorage AK,Sml,2004,240,95,117,1505,2250,14.10,74.17,2.08,2.01,,,,3073,90,16,53,5887,90,35,59,1.18,39,1.21,45,,,181,90,914,66
Anchorage AK,Sml,2005,240,95,118,1535,2240,14.58,78.05,2.37,2.47,,,,3091,91,16,55,5922,92,35,65,1.18,42,1.21,47,,,176,90,889,69
Anchorage AK,Sml,2006,240,96,119,1520,2240,15.06,80.43,2.69,2.90,,,,3219,90,16,60,6168,91,36,61,1.19,40,1.22,44,,,177,90,896,71
Anchorage AK,Sml,2007,245,95,122,1560,2220,15.47,82.56,3.15,3.40,,,,3325,91,17,57,6370,90,36,68,1.19,41,1.22,45,,,178,91,901,71
Anchorage AK,Sml,2008,250,95,125,1465,2130,16.10,81.52,3.71,4.21,,,,3496,89,18,51,6698,89,37,61,1.20,39,1.23,44,,,180,90,912,64
Anchorage AK,Sml,2009,250,95,125,1414,2055,16.01,89.75,2.97,3.54,,,,3120,92,16,61,5978,91,33,74,1.17,46,1.20,52,,,162,92,817,72
Anchorage AK,Sml,2010,260,95,131,1400,1973,16.30,88.12,3.42,3.66,,,,3316,91,17,58,6353,91,34,71,1.17,48,1.21,49,,,169,91,854,72
